Line_Count File_Name
          0 cdr_244_9000_2025-03-05-00-00-00.2400.csv
          0 cdr_244_9000_2025-03-05-00-30-00.2401.csv
          0 cdr_244_9000_2025-03-05-01-00-00.2402.csv
          0 cdr_244_9000_2025-03-05-01-30-00.2403.csv
          0 cdr_244_9000_2025-03-05-02-00-00.2404.csv
          0 cdr_244_9000_2025-03-05-02-30-00.2405.csv
          0 cdr_244_9000_2025-03-05-03-00-00.2406.csv
          0 cdr_244_9000_2025-03-05-03-30-00.2407.csv
          0 cdr_244_9000_2025-03-05-04-00-00.2408.csv
          0 cdr_244_9000_2025-03-05-04-30-00.2409.csv
          0 cdr_244_9000_2025-03-05-05-00-00.2410.csv
          0 cdr_244_9000_2025-03-05-05-30-00.2411.csv
          0 cdr_244_9000_2025-03-05-06-00-00.2412.csv
          0 cdr_244_9000_2025-03-05-06-30-00.2413.csv
          0 cdr_244_9000_2025-03-05-07-00-00.2414.csv
          0 cdr_244_9000_2025-03-05-07-30-00.2415.csv
          0 cdr_244_9000_2025-03-05-08-00-00.2416.csv
          0 cdr_244_9000_2025-03-05-08-30-00.2417.csv
          0 cdr_244_9000_2025-03-05-09-00-00.2418.csv
          0 cdr_244_9000_2025-03-05-09-30-00.2419.csv
       6712 cdr_244_9000_2025-03-05-10-00-00.2420.csv
       9172 cdr_244_9000_2025-03-05-10-30-00.2421.csv
      14970 cdr_244_9000_2025-03-05-11-00-00.2422.csv
      20203 cdr_244_9000_2025-03-05-11-30-00.2423.csv
      16033 cdr_244_9000_2025-03-05-12-00-00.2424.csv
      17551 cdr_244_9000_2025-03-05-12-30-00.2425.csv
      25044 cdr_244_9000_2025-03-05-13-00-00.2426.csv
      13614 cdr_244_9000_2025-03-05-13-30-00.2427.csv
      12484 cdr_244_9000_2025-03-05-14-00-00.2428.csv
      22811 cdr_244_9000_2025-03-05-14-30-00.2429.csv
      30408 cdr_244_9000_2025-03-05-15-00-00.2430.csv
      43786 cdr_244_9000_2025-03-05-15-30-00.2431.csv
      41087 cdr_244_9000_2025-03-05-16-00-00.2432.csv
      18350 cdr_244_9000_2025-03-05-16-30-00.2433.csv
       1039 cdr_244_9000_2025-03-05-17-00-00.2434.csv
      13091 cdr_244_9000_2025-03-05-17-30-00.2435.csv
      10842 cdr_244_9000_2025-03-05-18-00-00.2436.csv
       4830 cdr_244_9000_2025-03-05-18-30-00.2437.csv
       3916 cdr_244_9000_2025-03-05-19-00-00.2438.csv
        559 cdr_244_9000_2025-03-05-19-30-00.2439.csv
        375 cdr_244_9000_2025-03-05-20-00-00.2440.csv
      32051 cdr_244_9000_2025-03-05-20-30-00.2441.csv
          0 cdr_244_9000_2025-03-05-21-00-00.2442.csv
          0 cdr_244_9000_2025-03-05-21-30-00.2443.csv
          0 cdr_244_9000_2025-03-05-22-00-00.2444.csv
          0 cdr_244_9000_2025-03-05-22-30-00.2445.csv
          0 cdr_244_9000_2025-03-05-23-00-00.2446.csv
          0 cdr_244_9000_2025-03-05-23-30-00.2447.csv
          0 cdr_244_9001_2025-03-05-00-00-00.2400.csv
          0 cdr_244_9001_2025-03-05-00-30-00.2401.csv
          0 cdr_244_9001_2025-03-05-01-00-00.2402.csv
          0 cdr_244_9001_2025-03-05-01-30-00.2403.csv
          0 cdr_244_9001_2025-03-05-02-00-00.2404.csv
          0 cdr_244_9001_2025-03-05-02-30-00.2405.csv
