Line_Count File_Name
      13735 cdr_120_7005_2025-03-04-00-00-00.2258.csv
      10743 cdr_120_7005_2025-03-04-00-30-00.2259.csv
       7716 cdr_120_7005_2025-03-04-01-00-00.2260.csv
       5139 cdr_120_7005_2025-03-04-01-30-00.2261.csv
       5636 cdr_120_7005_2025-03-04-02-00-00.2262.csv
       4541 cdr_120_7005_2025-03-04-02-30-00.2263.csv
       4169 cdr_120_7005_2025-03-04-03-00-00.2264.csv
      41487 cdr_120_7005_2025-03-04-03-30-00.2265.csv
       5166 cdr_120_7005_2025-03-04-04-00-00.2266.csv
       5450 cdr_120_7005_2025-03-04-04-30-00.2267.csv
      10463 cdr_120_7005_2025-03-04-05-00-00.2268.csv
       8296 cdr_120_7005_2025-03-04-05-30-00.2269.csv
      12768 cdr_120_7005_2025-03-04-06-00-00.2270.csv
      12443 cdr_120_7005_2025-03-04-06-30-00.2271.csv
      29319 cdr_120_7005_2025-03-04-07-00-00.2272.csv
      30004 cdr_120_7005_2025-03-04-07-30-00.2273.csv
      50702 cdr_120_7005_2025-03-04-08-00-00.2274.csv
      41556 cdr_120_7005_2025-03-04-08-30-00.2275.csv
      51199 cdr_120_7005_2025-03-04-09-00-00.2276.csv
      96725 cdr_120_7005_2025-03-04-09-30-00.2277.csv
     111535 cdr_120_7005_2025-03-04-10-00-00.2278.csv
     167066 cdr_120_7005_2025-03-04-10-30-00.2279.csv
     202838 cdr_120_7005_2025-03-04-11-00-00.2280.csv
     118875 cdr_120_7005_2025-03-04-11-30-00.2281.csv
     108163 cdr_120_7005_2025-03-04-12-00-00.2282.csv
     123779 cdr_120_7005_2025-03-04-12-30-00.2283.csv
     101806 cdr_120_7005_2025-03-04-13-00-00.2284.csv
     102167 cdr_120_7005_2025-03-04-13-30-00.2285.csv
      94303 cdr_120_7005_2025-03-04-14-00-00.2286.csv
      74028 cdr_120_7005_2025-03-04-14-30-00.2287.csv
      78037 cdr_120_7005_2025-03-04-15-00-00.2288.csv
      78220 cdr_120_7005_2025-03-04-15-30-00.2289.csv
      78057 cdr_120_7005_2025-03-04-16-00-00.2290.csv
      74485 cdr_120_7005_2025-03-04-16-30-00.2291.csv
      74677 cdr_120_7005_2025-03-04-17-00-00.2292.csv
      74158 cdr_120_7005_2025-03-04-17-30-00.2293.csv
      74843 cdr_120_7005_2025-03-04-18-00-00.2294.csv
      69954 cdr_120_7005_2025-03-04-18-30-00.2295.csv
      66671 cdr_120_7005_2025-03-04-19-00-00.2296.csv
      73771 cdr_120_7005_2025-03-04-19-30-00.2297.csv
      59261 cdr_120_7005_2025-03-04-20-00-00.2298.csv
      59185 cdr_120_7005_2025-03-04-20-30-00.2299.csv
      59387 cdr_120_7005_2025-03-04-21-00-00.2300.csv
      43766 cdr_120_7005_2025-03-04-21-30-00.2301.csv
      40131 cdr_120_7005_2025-03-04-22-00-00.2302.csv
      73884 cdr_120_7005_2025-03-04-22-30-00.2303.csv
      61741 cdr_120_7005_2025-03-04-23-00-00.2304.csv
      33180 cdr_120_7005_2025-03-04-23-30-00.2305.csv
      11216 cdr_120_7006_2025-03-04-00-00-00.2257.csv
       7369 cdr_120_7006_2025-03-04-00-30-00.2258.csv
       5466 cdr_120_7006_2025-03-04-01-00-00.2259.csv
       4233 cdr_120_7006_2025-03-04-01-30-00.2260.csv
       3635 cdr_120_7006_2025-03-04-02-00-00.2261.csv
       3023 cdr_120_7006_2025-03-04-02-30-00.2262.csv
       2729 cdr_120_7006_2025-03-04-03-00-00.2263.csv
      25856 cdr_120_7006_2025-03-04-03-30-00.2264.csv
       2980 cdr_120_7006_2025-03-04-04-00-00.2265.csv
       3090 cdr_120_7006_2025-03-04-04-30-00.2266.csv
       5366 cdr_120_7006_2025-03-04-05-00-00.2267.csv
       5112 cdr_120_7006_2025-03-04-05-30-00.2268.csv
       7270 cdr_120_7006_2025-03-04-06-00-00.2269.csv
       8978 cdr_120_7006_2025-03-04-06-30-00.2270.csv
      19347 cdr_120_7006_2025-03-04-07-00-00.2271.csv
      21983 cdr_120_7006_2025-03-04-07-30-00.2272.csv
      35413 cdr_120_7006_2025-03-04-08-00-00.2273.csv
      30469 cdr_120_7006_2025-03-04-08-30-00.2274.csv
      41813 cdr_120_7006_2025-03-04-09-00-00.2275.csv
      72427 cdr_120_7006_2025-03-04-09-30-00.2276.csv
     100225 cdr_120_7006_2025-03-04-10-00-00.2277.csv
     233544 cdr_120_7006_2025-03-04-10-30-00.2278.csv
     171041 cdr_120_7006_2025-03-04-11-00-00.2279.csv
     118379 cdr_120_7006_2025-03-04-11-30-00.2280.csv
     119512 cdr_120_7006_2025-03-04-12-00-00.2281.csv
     150049 cdr_120_7006_2025-03-04-12-30-00.2282.csv
     109540 cdr_120_7006_2025-03-04-13-00-00.2283.csv
     101204 cdr_120_7006_2025-03-04-13-30-00.2284.csv
      79361 cdr_120_7006_2025-03-04-14-00-00.2285.csv
      56419 cdr_120_7006_2025-03-04-14-30-00.2286.csv
      60558 cdr_120_7006_2025-03-04-15-00-00.2287.csv
      63134 cdr_120_7006_2025-03-04-15-30-00.2288.csv
      60241 cdr_120_7006_2025-03-04-16-00-00.2289.csv
      60587 cdr_120_7006_2025-03-04-16-30-00.2290.csv
      57766 cdr_120_7006_2025-03-04-17-00-00.2291.csv
      60004 cdr_120_7006_2025-03-04-17-30-00.2292.csv
      54388 cdr_120_7006_2025-03-04-18-00-00.2293.csv
      47505 cdr_120_7006_2025-03-04-18-30-00.2294.csv
      43842 cdr_120_7006_2025-03-04-19-00-00.2295.csv
      56513 cdr_120_7006_2025-03-04-19-30-00.2296.csv
      38537 cdr_120_7006_2025-03-04-20-00-00.2297.csv
      40372 cdr_120_7006_2025-03-04-20-30-00.2298.csv
      38698 cdr_120_7006_2025-03-04-21-00-00.2299.csv
      23781 cdr_120_7006_2025-03-04-21-30-00.2300.csv
      21982 cdr_120_7006_2025-03-04-22-00-00.2301.csv
      28555 cdr_120_7006_2025-03-04-22-30-00.2302.csv
      24489 cdr_120_7006_2025-03-04-23-00-00.2303.csv
      13796 cdr_120_7006_2025-03-04-23-30-00.2304.csv
          0 cdr_120_7007_2025-03-04-00-00-00.2258.csv
          0 cdr_120_7007_2025-03-04-00-30-00.2259.csv
          0 cdr_120_7007_2025-03-04-01-00-00.2260.csv
          0 cdr_120_7007_2025-03-04-01-30-00.2261.csv
          0 cdr_120_7007_2025-03-04-02-00-00.2262.csv
          0 cdr_120_7007_2025-03-04-02-30-00.2263.csv
          0 cdr_120_7007_2025-03-04-03-00-00.2264.csv
          0 cdr_120_7007_2025-03-04-03-30-00.2265.csv
          0 cdr_120_7007_2025-03-04-04-00-00.2266.csv
          0 cdr_120_7007_2025-03-04-04-30-00.2267.csv
          0 cdr_120_7007_2025-03-04-05-00-00.2268.csv
          0 cdr_120_7007_2025-03-04-05-30-00.2269.csv
          0 cdr_120_7007_2025-03-04-06-00-00.2270.csv
          0 cdr_120_7007_2025-03-04-06-30-00.2271.csv
          0 cdr_120_7007_2025-03-04-07-00-00.2272.csv
          0 cdr_120_7007_2025-03-04-07-30-00.2273.csv
          0 cdr_120_7007_2025-03-04-08-00-00.2274.csv
          0 cdr_120_7007_2025-03-04-08-30-00.2275.csv
          0 cdr_120_7007_2025-03-04-09-00-00.2276.csv
          0 cdr_120_7007_2025-03-04-09-30-00.2277.csv
      36910 cdr_120_7007_2025-03-04-10-00-00.2278.csv
       9556 cdr_120_7007_2025-03-04-10-30-00.2279.csv
      15971 cdr_120_7007_2025-03-04-11-00-00.2280.csv
      15568 cdr_120_7007_2025-03-04-11-30-00.2281.csv
      25745 cdr_120_7007_2025-03-04-12-00-00.2282.csv
      14231 cdr_120_7007_2025-03-04-12-30-00.2283.csv
      36694 cdr_120_7007_2025-03-04-13-00-00.2284.csv
      19277 cdr_120_7007_2025-03-04-13-30-00.2285.csv
      41557 cdr_120_7007_2025-03-04-14-00-00.2286.csv
       7212 cdr_120_7007_2025-03-04-14-30-00.2287.csv
       9131 cdr_120_7007_2025-03-04-15-00-00.2288.csv
      10470 cdr_120_7007_2025-03-04-15-30-00.2289.csv
      30490 cdr_120_7007_2025-03-04-16-00-00.2290.csv
      41747 cdr_120_7007_2025-03-04-16-30-00.2291.csv
      21274 cdr_120_7007_2025-03-04-17-00-00.2292.csv
       6294 cdr_120_7007_2025-03-04-17-30-00.2293.csv
      17768 cdr_120_7007_2025-03-04-18-00-00.2294.csv
       9740 cdr_120_7007_2025-03-04-18-30-00.2295.csv
      11801 cdr_120_7007_2025-03-04-19-00-00.2296.csv
       6803 cdr_120_7007_2025-03-04-19-30-01.2297.csv
      19217 cdr_120_7007_2025-03-04-20-00-00.2298.csv
       4030 cdr_120_7007_2025-03-04-20-30-00.2299.csv
          0 cdr_120_7007_2025-03-04-21-00-00.2300.csv
          0 cdr_120_7007_2025-03-04-21-30-00.2301.csv
          0 cdr_120_7007_2025-03-04-22-00-00.2302.csv
          0 cdr_120_7007_2025-03-04-22-30-00.2303.csv
          0 cdr_120_7007_2025-03-04-23-00-00.2304.csv
          0 cdr_120_7007_2025-03-04-23-30-00.2305.csv
        123 cdr_120_7019_2025-03-04-00-00-00.2258.csv
        106 cdr_120_7019_2025-03-04-00-30-00.2259.csv
         73 cdr_120_7019_2025-03-04-01-00-00.2260.csv
        177 cdr_120_7019_2025-03-04-01-30-00.2261.csv
          5 cdr_120_7019_2025-03-04-02-00-00.2262.csv
          4 cdr_120_7019_2025-03-04-02-30-00.2263.csv
         19 cdr_120_7019_2025-03-04-03-00-00.2264.csv
       2046 cdr_120_7019_2025-03-04-03-30-00.2265.csv
          7 cdr_120_7019_2025-03-04-04-00-00.2266.csv
          6 cdr_120_7019_2025-03-04-04-30-00.2267.csv
         14 cdr_120_7019_2025-03-04-05-00-00.2268.csv
         26 cdr_120_7019_2025-03-04-05-30-00.2269.csv
         40 cdr_120_7019_2025-03-04-06-00-00.2270.csv
        520 cdr_120_7019_2025-03-04-06-30-00.2271.csv
        709 cdr_120_7019_2025-03-04-07-00-00.2272.csv
        792 cdr_120_7019_2025-03-04-07-30-00.2273.csv
       1961 cdr_120_7019_2025-03-04-08-00-00.2274.csv
       1428 cdr_120_7019_2025-03-04-08-30-00.2275.csv
       4290 cdr_120_7019_2025-03-04-09-00-00.2276.csv
      17604 cdr_120_7019_2025-03-04-09-30-00.2277.csv
      22083 cdr_120_7019_2025-03-04-10-00-00.2278.csv
     133384 cdr_120_7019_2025-03-04-10-30-00.2279.csv
      66083 cdr_120_7019_2025-03-04-11-00-00.2280.csv
      31321 cdr_120_7019_2025-03-04-11-30-00.2281.csv
